month,total.total,timeRange.start,timeRange.end
2013-10-12T00:00:00.000Z,120801,2013-10-12T00:00:00.000Z,2013-10-13T00:00:00.000Z
2013-10-13T00:00:00.000Z,128872,2013-10-13T00:00:00.000Z,2013-10-14T00:00:00.000Z
2013-10-14T00:00:00.000Z,135708,2013-10-14T00:00:00.000Z,2013-10-15T00:00:00.000Z
2013-10-15T00:00:00.000Z,139765,2013-10-15T00:00:00.000Z,2013-10-16T00:00:00.000Z
2013-10-16T00:00:00.000Z,130149,2013-10-16T00:00:00.000Z,2013-10-17T00:00:00.000Z
2013-10-17T00:00:00.000Z,131818,2013-10-17T00:00:00.000Z,2013-10-18T00:00:00.000Z
2013-10-18T00:00:00.000Z,125758,2013-10-18T00:00:00.000Z,2013-10-19T00:00:00.000Z
2013-10-19T00:00:00.000Z,116229,2013-10-19T00:00:00.000Z,2013-10-20T00:00:00.000Z
2013-10-20T00:00:00.000Z,127782,2013-10-20T00:00:00.000Z,2013-10-21T00:00:00.000Z
2013-10-21T00:00:00.000Z,131078,2013-10-21T00:00:00.000Z,2013-10-22T00:00:00.000Z
2013-10-22T00:00:00.000Z,136855,2013-10-22T00:00:00.000Z,2013-10-23T00:00:00.000Z
2013-10-23T00:00:00.000Z,130442,2013-10-23T00:00:00.000Z,2013-10-24T00:00:00.000Z
2013-10-24T00:00:00.000Z,135507,2013-10-24T00:00:00.000Z,2013-10-25T00:00:00.000Z
2013-10-25T00:00:00.000Z,125976,2013-10-25T00:00:00.000Z,2013-10-26T00:00:00.000Z
2013-10-26T00:00:00.000Z,119260,2013-10-26T00:00:00.000Z,2013-10-27T00:00:00.000Z
2013-10-27T00:00:00.000Z,130488,2013-10-27T00:00:00.000Z,2013-10-28T00:00:00.000Z
2013-10-28T00:00:00.000Z,151415,2013-10-28T00:00:00.000Z,2013-10-29T00:00:00.000Z
2013-10-29T00:00:00.000Z,165222,2013-10-29T00:00:00.000Z,2013-10-30T00:00:00.000Z
2013-10-30T00:00:00.000Z,147824,2013-10-30T00:00:00.000Z,2013-10-31T00:00:00.000Z
2013-10-31T00:00:00.000Z,123233,2013-10-31T00:00:00.000Z,2013-11-01T00:00:00.000Z
2013-11-01T00:00:00.000Z,119178,2013-11-01T00:00:00.000Z,2013-11-02T00:00:00.000Z
2013-11-02T00:00:00.000Z,119152,2013-11-02T00:00:00.000Z,2013-11-03T00:00:00.000Z
2013-11-03T00:00:00.000Z,131165,2013-11-03T00:00:00.000Z,2013-11-04T00:00:00.000Z
2013-11-04T00:00:00.000Z,139296,2013-11-04T00:00:00.000Z,2013-11-05T00:00:00.000Z
2013-11-05T00:00:00.000Z,137811,2013-11-05T00:00:00.000Z,2013-11-06T00:00:00.000Z
2013-11-06T00:00:00.000Z,133501,2013-11-06T00:00:00.000Z,2013-11-07T00:00:00.000Z
2013-11-07T00:00:00.000Z,140828,2013-11-07T00:00:00.000Z,2013-11-08T00:00:00.000Z
2013-11-08T00:00:00.000Z,135186,2013-11-08T00:00:00.000Z,2013-11-09T00:00:00.000Z
2013-11-09T00:00:00.000Z,134571,2013-11-09T00:00:00.000Z,2013-11-10T00:00:00.000Z
2013-11-10T00:00:00.000Z,128990,2013-11-10T00:00:00.000Z,2013-11-11T00:00:00.000Z
2013-11-11T00:00:00.000Z,137145,2013-11-11T00:00:00.000Z,2013-11-12T00:00:00.000Z
2013-11-12T00:00:00.000Z,138285,2013-11-12T00:00:00.000Z,2013-11-13T00:00:00.000Z
2013-11-13T00:00:00.000Z,132780,2013-11-13T00:00:00.000Z,2013-11-14T00:00:00.000Z
2013-11-14T00:00:00.000Z,132982,2013-11-14T00:00:00.000Z,2013-11-15T00:00:00.000Z
2013-11-15T00:00:00.000Z,131330,2013-11-15T00:00:00.000Z,2013-11-16T00:00:00.000Z
2013-11-16T00:00:00.000Z,130733,2013-11-16T00:00:00.000Z,2013-11-17T00:00:00.000Z
2013-11-17T00:00:00.000Z,131429,2013-11-17T00:00:00.000Z,2013-11-18T00:00:00.000Z
2013-11-18T00:00:00.000Z,153250,2013-11-18T00:00:00.000Z,2013-11-19T00:00:00.000Z
2013-11-19T00:00:00.000Z,145024,2013-11-19T00:00:00.000Z,2013-11-20T00:00:00.000Z
2013-11-20T00:00:00.000Z,138463,2013-11-20T00:00:00.000Z,2013-11-21T00:00:00.000Z
2013-11-21T00:00:00.000Z,133289,2013-11-21T00:00:00.000Z,2013-11-22T00:00:00.000Z
2013-11-22T00:00:00.000Z,130662,2013-11-22T00:00:00.000Z,2013-11-23T00:00:00.000Z
2013-11-23T00:00:00.000Z,120167,2013-11-23T00:00:00.000Z,2013-11-24T00:00:00.000Z
2013-11-24T00:00:00.000Z,132284,2013-11-24T00:00:00.000Z,2013-11-25T00:00:00.000Z
2013-11-25T00:00:00.000Z,134693,2013-11-25T00:00:00.000Z,2013-11-26T00:00:00.000Z
2013-11-26T00:00:00.000Z,138267,2013-11-26T00:00:00.000Z,2013-11-27T00:00:00.000Z
2013-11-27T00:00:00.000Z,125843,2013-11-27T00:00:00.000Z,2013-11-28T00:00:00.000Z
2013-11-28T00:00:00.000Z,114266,2013-11-28T00:00:00.000Z,2013-11-29T00:00:00.000Z
2013-11-29T00:00:00.000Z,114911,2013-11-29T00:00:00.000Z,2013-11-30T00:00:00.000Z
2013-11-30T00:00:00.000Z,120506,2013-11-30T00:00:00.000Z,2013-12-01T00:00:00.000Z
2013-12-01T00:00:00.000Z,146330,2013-12-01T00:00:00.000Z,2013-12-02T00:00:00.000Z
2013-12-02T00:00:00.000Z,137652,2013-12-02T00:00:00.000Z,2013-12-03T00:00:00.000Z
2013-12-03T00:00:00.000Z,148900,2013-12-03T00:00:00.000Z,2013-12-04T00:00:00.000Z
2013-12-04T00:00:00.000Z,148700,2013-12-04T00:00:00.000Z,2013-12-05T00:00:00.000Z
2013-12-05T00:00:00.000Z,151020,2013-12-05T00:00:00.000Z,2013-12-06T00:00:00.000Z
2013-12-06T00:00:00.000Z,140921,2013-12-06T00:00:00.000Z,2013-12-07T00:00:00.000Z
2013-12-07T00:00:00.000Z,125808,2013-12-07T00:00:00.000Z,2013-12-08T00:00:00.000Z
2013-12-08T00:00:00.000Z,132035,2013-12-08T00:00:00.000Z,2013-12-09T00:00:00.000Z
2013-12-09T00:00:00.000Z,144791,2013-12-09T00:00:00.000Z,2013-12-10T00:00:00.000Z
2013-12-10T00:00:00.000Z,142761,2013-12-10T00:00:00.000Z,2013-12-11T00:00:00.000Z
2013-12-11T00:00:00.000Z,142241,2013-12-11T00:00:00.000Z,2013-12-12T00:00:00.000Z
2013-12-12T00:00:00.000Z,148621,2013-12-12T00:00:00.000Z,2013-12-13T00:00:00.000Z
2013-12-13T00:00:00.000Z,140884,2013-12-13T00:00:00.000Z,2013-12-14T00:00:00.000Z
2013-12-14T00:00:00.000Z,124274,2013-12-14T00:00:00.000Z,2013-12-15T00:00:00.000Z
2013-12-15T00:00:00.000Z,137245,2013-12-15T00:00:00.000Z,2013-12-16T00:00:00.000Z
2013-12-16T00:00:00.000Z,141578,2013-12-16T00:00:00.000Z,2013-12-17T00:00:00.000Z
2013-12-17T00:00:00.000Z,139413,2013-12-17T00:00:00.000Z,2013-12-18T00:00:00.000Z
2013-12-18T00:00:00.000Z,135022,2013-12-18T00:00:00.000Z,2013-12-19T00:00:00.000Z
2013-12-19T00:00:00.000Z,141631,2013-12-19T00:00:00.000Z,2013-12-20T00:00:00.000Z
2013-12-20T00:00:00.000Z,150768,2013-12-20T00:00:00.000Z,2013-12-21T00:00:00.000Z
2013-12-21T00:00:00.000Z,122372,2013-12-21T00:00:00.000Z,2013-12-22T00:00:00.000Z
2013-12-22T00:00:00.000Z,129824,2013-12-22T00:00:00.000Z,2013-12-23T00:00:00.000Z
2013-12-23T00:00:00.000Z,132622,2013-12-23T00:00:00.000Z,2013-12-24T00:00:00.000Z
2013-12-24T00:00:00.000Z,121250,2013-12-24T00:00:00.000Z,2013-12-25T00:00:00.000Z
2013-12-25T00:00:00.000Z,95425,2013-12-25T00:00:00.000Z,2013-12-26T00:00:00.000Z
2013-12-26T00:00:00.000Z,131994,2013-12-26T00:00:00.000Z,2013-12-27T00:00:00.000Z
2013-12-27T00:00:00.000Z,159099,2013-12-27T00:00:00.000Z,2013-12-28T00:00:00.000Z
2013-12-28T00:00:00.000Z,133130,2013-12-28T00:00:00.000Z,2013-12-29T00:00:00.000Z
2013-12-29T00:00:00.000Z,137899,2013-12-29T00:00:00.000Z,2013-12-30T00:00:00.000Z
2013-12-30T00:00:00.000Z,148359,2013-12-30T00:00:00.000Z,2013-12-31T00:00:00.000Z
2013-12-31T00:00:00.000Z,137335,2013-12-31T00:00:00.000Z,2014-01-01T00:00:00.000Z
2014-01-01T00:00:00.000Z,134985,2014-01-01T00:00:00.000Z,2014-01-02T00:00:00.000Z
2014-01-02T00:00:00.000Z,142107,2014-01-02T00:00:00.000Z,2014-01-03T00:00:00.000Z
2014-01-03T00:00:00.000Z,154838,2014-01-03T00:00:00.000Z,2014-01-04T00:00:00.000Z
2014-01-04T00:00:00.000Z,143810,2014-01-04T00:00:00.000Z,2014-01-05T00:00:00.000Z
2014-01-05T00:00:00.000Z,143255,2014-01-05T00:00:00.000Z,2014-01-06T00:00:00.000Z
2014-01-06T00:00:00.000Z,141507,2014-01-06T00:00:00.000Z,2014-01-07T00:00:00.000Z
2014-01-07T00:00:00.000Z,153349,2014-01-07T00:00:00.000Z,2014-01-08T00:00:00.000Z
2014-01-08T00:00:00.000Z,152229,2014-01-08T00:00:00.000Z,2014-01-09T00:00:00.000Z
2014-01-09T00:00:00.000Z,141223,2014-01-09T00:00:00.000Z,2014-01-10T00:00:00.000Z
2014-01-10T00:00:00.000Z,138925,2014-01-10T00:00:00.000Z,2014-01-11T00:00:00.000Z
2014-01-11T00:00:00.000Z,130234,2014-01-11T00:00:00.000Z,2014-01-12T00:00:00.000Z
2014-01-12T00:00:00.000Z,131322,2014-01-12T00:00:00.000Z,2014-01-13T00:00:00.000Z
2014-01-13T00:00:00.000Z,142525,2014-01-13T00:00:00.000Z,2014-01-14T00:00:00.000Z
2014-01-14T00:00:00.000Z,142946,2014-01-14T00:00:00.000Z,2014-01-15T00:00:00.000Z
2014-01-15T00:00:00.000Z,142101,2014-01-15T00:00:00.000Z,2014-01-16T00:00:00.000Z
2014-01-16T00:00:00.000Z,138273,2014-01-16T00:00:00.000Z,2014-01-17T00:00:00.000Z
2014-01-17T00:00:00.000Z,139271,2014-01-17T00:00:00.000Z,2014-01-18T00:00:00.000Z
2014-01-18T00:00:00.000Z,136044,2014-01-18T00:00:00.000Z,2014-01-19T00:00:00.000Z
2014-01-19T00:00:00.000Z,131891,2014-01-19T00:00:00.000Z,2014-01-20T00:00:00.000Z
2014-01-20T00:00:00.000Z,142009,2014-01-20T00:00:00.000Z,2014-01-21T00:00:00.000Z
2014-01-21T00:00:00.000Z,141059,2014-01-21T00:00:00.000Z,2014-01-22T00:00:00.000Z
2014-01-22T00:00:00.000Z,143145,2014-01-22T00:00:00.000Z,2014-01-23T00:00:00.000Z
2014-01-23T00:00:00.000Z,137903,2014-01-23T00:00:00.000Z,2014-01-24T00:00:00.000Z
2014-01-24T00:00:00.000Z,139742,2014-01-24T00:00:00.000Z,2014-01-25T00:00:00.000Z
2014-01-25T00:00:00.000Z,140630,2014-01-25T00:00:00.000Z,2014-01-26T00:00:00.000Z
2014-01-26T00:00:00.000Z,143448,2014-01-26T00:00:00.000Z,2014-01-27T00:00:00.000Z
2014-01-27T00:00:00.000Z,149271,2014-01-27T00:00:00.000Z,2014-01-28T00:00:00.000Z
2014-01-28T00:00:00.000Z,149652,2014-01-28T00:00:00.000Z,2014-01-29T00:00:00.000Z
2014-01-29T00:00:00.000Z,146688,2014-01-29T00:00:00.000Z,2014-01-30T00:00:00.000Z
2014-01-30T00:00:00.000Z,148331,2014-01-30T00:00:00.000Z,2014-01-31T00:00:00.000Z
2014-01-31T00:00:00.000Z,148352,2014-01-31T00:00:00.000Z,2014-02-01T00:00:00.000Z
2014-02-01T00:00:00.000Z,135815,2014-02-01T00:00:00.000Z,2014-02-02T00:00:00.000Z
2014-02-02T00:00:00.000Z,138577,2014-02-02T00:00:00.000Z,2014-02-03T00:00:00.000Z
2014-02-03T00:00:00.000Z,140300,2014-02-03T00:00:00.000Z,2014-02-04T00:00:00.000Z
2014-02-04T00:00:00.000Z,146234,2014-02-04T00:00:00.000Z,2014-02-05T00:00:00.000Z
2014-02-05T00:00:00.000Z,141371,2014-02-05T00:00:00.000Z,2014-02-06T00:00:00.000Z
2014-02-06T00:00:00.000Z,152992,2014-02-06T00:00:00.000Z,2014-02-07T00:00:00.000Z
2014-02-07T00:00:00.000Z,142450,2014-02-07T00:00:00.000Z,2014-02-08T00:00:00.000Z
2014-02-08T00:00:00.000Z,137566,2014-02-08T00:00:00.000Z,2014-02-09T00:00:00.000Z
2014-02-09T00:00:00.000Z,144630,2014-02-09T00:00:00.000Z,2014-02-10T00:00:00.000Z
2014-02-10T00:00:00.000Z,143972,2014-02-10T00:00:00.000Z,2014-02-11T00:00:00.000Z
2014-02-11T00:00:00.000Z,141609,2014-02-11T00:00:00.000Z,2014-02-12T00:00:00.000Z
2014-02-12T00:00:00.000Z,149070,2014-02-12T00:00:00.000Z,2014-02-13T00:00:00.000Z
2014-02-13T00:00:00.000Z,144972,2014-02-13T00:00:00.000Z,2014-02-14T00:00:00.000Z
2014-02-14T00:00:00.000Z,132056,2014-02-14T00:00:00.000Z,2014-02-15T00:00:00.000Z
2014-02-15T00:00:00.000Z,128180,2014-02-15T00:00:00.000Z,2014-02-16T00:00:00.000Z
2014-02-16T00:00:00.000Z,132460,2014-02-16T00:00:00.000Z,2014-02-17T00:00:00.000Z
2014-02-17T00:00:00.000Z,140628,2014-02-17T00:00:00.000Z,2014-02-18T00:00:00.000Z
2014-02-18T00:00:00.000Z,143186,2014-02-18T00:00:00.000Z,2014-02-19T00:00:00.000Z
2014-02-19T00:00:00.000Z,142036,2014-02-19T00:00:00.000Z,2014-02-20T00:00:00.000Z
2014-02-20T00:00:00.000Z,141956,2014-02-20T00:00:00.000Z,2014-02-21T00:00:00.000Z
2014-02-21T00:00:00.000Z,137149,2014-02-21T00:00:00.000Z,2014-02-22T00:00:00.000Z
2014-02-22T00:00:00.000Z,127396,2014-02-22T00:00:00.000Z,2014-02-23T00:00:00.000Z
2014-02-23T00:00:00.000Z,128993,2014-02-23T00:00:00.000Z,2014-02-24T00:00:00.000Z
2014-02-24T00:00:00.000Z,141103,2014-02-24T00:00:00.000Z,2014-02-25T00:00:00.000Z
2014-02-25T00:00:00.000Z,140293,2014-02-25T00:00:00.000Z,2014-02-26T00:00:00.000Z
2014-02-26T00:00:00.000Z,140255,2014-02-26T00:00:00.000Z,2014-02-27T00:00:00.000Z
2014-02-27T00:00:00.000Z,138240,2014-02-27T00:00:00.000Z,2014-02-28T00:00:00.000Z
2014-02-28T00:00:00.000Z,133775,2014-02-28T00:00:00.000Z,2014-03-01T00:00:00.000Z
2014-03-01T00:00:00.000Z,134294,2014-03-01T00:00:00.000Z,2014-03-02T00:00:00.000Z
2014-03-02T00:00:00.000Z,134216,2014-03-02T00:00:00.000Z,2014-03-03T00:00:00.000Z
2014-03-03T00:00:00.000Z,137429,2014-03-03T00:00:00.000Z,2014-03-04T00:00:00.000Z
2014-03-04T00:00:00.000Z,139792,2014-03-04T00:00:00.000Z,2014-03-05T00:00:00.000Z
2014-03-05T00:00:00.000Z,133930,2014-03-05T00:00:00.000Z,2014-03-06T00:00:00.000Z
2014-03-06T00:00:00.000Z,135934,2014-03-06T00:00:00.000Z,2014-03-07T00:00:00.000Z
2014-03-07T00:00:00.000Z,132771,2014-03-07T00:00:00.000Z,2014-03-08T00:00:00.000Z
2014-03-08T00:00:00.000Z,135341,2014-03-08T00:00:00.000Z,2014-03-09T00:00:00.000Z
2014-03-09T00:00:00.000Z,131219,2014-03-09T00:00:00.000Z,2014-03-10T00:00:00.000Z
2014-03-10T00:00:00.000Z,139227,2014-03-10T00:00:00.000Z,2014-03-11T00:00:00.000Z
2014-03-11T00:00:00.000Z,140197,2014-03-11T00:00:00.000Z,2014-03-12T00:00:00.000Z
2014-03-12T00:00:00.000Z,139173,2014-03-12T00:00:00.000Z,2014-03-13T00:00:00.000Z
2014-03-13T00:00:00.000Z,136101,2014-03-13T00:00:00.000Z,2014-03-14T00:00:00.000Z
2014-03-14T00:00:00.000Z,132152,2014-03-14T00:00:00.000Z,2014-03-15T00:00:00.000Z
2014-03-15T00:00:00.000Z,129744,2014-03-15T00:00:00.000Z,2014-03-16T00:00:00.000Z
2014-03-16T00:00:00.000Z,132555,2014-03-16T00:00:00.000Z,2014-03-17T00:00:00.000Z
2014-03-17T00:00:00.000Z,138995,2014-03-17T00:00:00.000Z,2014-03-18T00:00:00.000Z
2014-03-18T00:00:00.000Z,135934,2014-03-18T00:00:00.000Z,2014-03-19T00:00:00.000Z
2014-03-19T00:00:00.000Z,134879,2014-03-19T00:00:00.000Z,2014-03-20T00:00:00.000Z
2014-03-20T00:00:00.000Z,131876,2014-03-20T00:00:00.000Z,2014-03-21T00:00:00.000Z
2014-03-21T00:00:00.000Z,131910,2014-03-21T00:00:00.000Z,2014-03-22T00:00:00.000Z
2014-03-22T00:00:00.000Z,126402,2014-03-22T00:00:00.000Z,2014-03-23T00:00:00.000Z
2014-03-23T00:00:00.000Z,140327,2014-03-23T00:00:00.000Z,2014-03-24T00:00:00.000Z
2014-03-24T00:00:00.000Z,148362,2014-03-24T00:00:00.000Z,2014-03-25T00:00:00.000Z
2014-03-25T00:00:00.000Z,144890,2014-03-25T00:00:00.000Z,2014-03-26T00:00:00.000Z
2014-03-26T00:00:00.000Z,144760,2014-03-26T00:00:00.000Z,2014-03-27T00:00:00.000Z
2014-03-27T00:00:00.000Z,138556,2014-03-27T00:00:00.000Z,2014-03-28T00:00:00.000Z
2014-03-28T00:00:00.000Z,139007,2014-03-28T00:00:00.000Z,2014-03-29T00:00:00.000Z
2014-03-29T00:00:00.000Z,145972,2014-03-29T00:00:00.000Z,2014-03-30T00:00:00.000Z
2014-03-30T00:00:00.000Z,131579,2014-03-30T00:00:00.000Z,2014-03-31T00:00:00.000Z
2014-03-31T00:00:00.000Z,141552,2014-03-31T00:00:00.000Z,2014-04-01T00:00:00.000Z
2014-04-01T00:00:00.000Z,141408,2014-04-01T00:00:00.000Z,2014-04-02T00:00:00.000Z
2014-04-02T00:00:00.000Z,140391,2014-04-02T00:00:00.000Z,2014-04-03T00:00:00.000Z
2014-04-03T00:00:00.000Z,146262,2014-04-03T00:00:00.000Z,2014-04-04T00:00:00.000Z
2014-04-04T00:00:00.000Z,131149,2014-04-04T00:00:00.000Z,2014-04-05T00:00:00.000Z
2014-04-05T00:00:00.000Z,129935,2014-04-05T00:00:00.000Z,2014-04-06T00:00:00.000Z
2014-04-06T00:00:00.000Z,131079,2014-04-06T00:00:00.000Z,2014-04-07T00:00:00.000Z
2014-04-07T00:00:00.000Z,142244,2014-04-07T00:00:00.000Z,2014-04-08T00:00:00.000Z
2014-04-08T00:00:00.000Z,136689,2014-04-08T00:00:00.000Z,2014-04-09T00:00:00.000Z
2014-04-09T00:00:00.000Z,136998,2014-04-09T00:00:00.000Z,2014-04-10T00:00:00.000Z
2014-04-10T00:00:00.000Z,136845,2014-04-10T00:00:00.000Z,2014-04-11T00:00:00.000Z
2014-04-11T00:00:00.000Z,127949,2014-04-11T00:00:00.000Z,2014-04-12T00:00:00.000Z
2014-04-12T00:00:00.000Z,122720,2014-04-12T00:00:00.000Z,2014-04-13T00:00:00.000Z
2014-04-13T00:00:00.000Z,128220,2014-04-13T00:00:00.000Z,2014-04-14T00:00:00.000Z
2014-04-14T00:00:00.000Z,135620,2014-04-14T00:00:00.000Z,2014-04-15T00:00:00.000Z
2014-04-15T00:00:00.000Z,136785,2014-04-15T00:00:00.000Z,2014-04-16T00:00:00.000Z
2014-04-16T00:00:00.000Z,132600,2014-04-16T00:00:00.000Z,2014-04-17T00:00:00.000Z
2014-04-17T00:00:00.000Z,134094,2014-04-17T00:00:00.000Z,2014-04-18T00:00:00.000Z
2014-04-18T00:00:00.000Z,135770,2014-04-18T00:00:00.000Z,2014-04-19T00:00:00.000Z
2014-04-19T00:00:00.000Z,128377,2014-04-19T00:00:00.000Z,2014-04-20T00:00:00.000Z
2014-04-20T00:00:00.000Z,123463,2014-04-20T00:00:00.000Z,2014-04-21T00:00:00.000Z
2014-04-21T00:00:00.000Z,130264,2014-04-21T00:00:00.000Z,2014-04-22T00:00:00.000Z
2014-04-22T00:00:00.000Z,139593,2014-04-22T00:00:00.000Z,2014-04-23T00:00:00.000Z
2014-04-23T00:00:00.000Z,148756,2014-04-23T00:00:00.000Z,2014-04-24T00:00:00.000Z
2014-04-24T00:00:00.000Z,135261,2014-04-24T00:00:00.000Z,2014-04-25T00:00:00.000Z
2014-04-25T00:00:00.000Z,133979,2014-04-25T00:00:00.000Z,2014-04-26T00:00:00.000Z
2014-04-26T00:00:00.000Z,129557,2014-04-26T00:00:00.000Z,2014-04-27T00:00:00.000Z
2014-04-27T00:00:00.000Z,132694,2014-04-27T00:00:00.000Z,2014-04-28T00:00:00.000Z
2014-04-28T00:00:00.000Z,137773,2014-04-28T00:00:00.000Z,2014-04-29T00:00:00.000Z
2014-04-29T00:00:00.000Z,139438,2014-04-29T00:00:00.000Z,2014-04-30T00:00:00.000Z
2014-04-30T00:00:00.000Z,135612,2014-04-30T00:00:00.000Z,2014-05-01T00:00:00.000Z
2014-05-01T00:00:00.000Z,139016,2014-05-01T00:00:00.000Z,2014-05-02T00:00:00.000Z
2014-05-02T00:00:00.000Z,123438,2014-05-02T00:00:00.000Z,2014-05-03T00:00:00.000Z
2014-05-03T00:00:00.000Z,116670,2014-05-03T00:00:00.000Z,2014-05-04T00:00:00.000Z
2014-05-04T00:00:00.000Z,123095,2014-05-04T00:00:00.000Z,2014-05-05T00:00:00.000Z
2014-05-05T00:00:00.000Z,149971,2014-05-05T00:00:00.000Z,2014-05-06T00:00:00.000Z
2014-05-06T00:00:00.000Z,141452,2014-05-06T00:00:00.000Z,2014-05-07T00:00:00.000Z
2014-05-07T00:00:00.000Z,136517,2014-05-07T00:00:00.000Z,2014-05-08T00:00:00.000Z
2014-05-08T00:00:00.000Z,138036,2014-05-08T00:00:00.000Z,2014-05-09T00:00:00.000Z
2014-05-09T00:00:00.000Z,126639,2014-05-09T00:00:00.000Z,2014-05-10T00:00:00.000Z
2014-05-10T00:00:00.000Z,130773,2014-05-10T00:00:00.000Z,2014-05-11T00:00:00.000Z
2014-05-11T00:00:00.000Z,145519,2014-05-11T00:00:00.000Z,2014-05-12T00:00:00.000Z
2014-05-12T00:00:00.000Z,141657,2014-05-12T00:00:00.000Z,2014-05-13T00:00:00.000Z
2014-05-13T00:00:00.000Z,159137,2014-05-13T00:00:00.000Z,2014-05-14T00:00:00.000Z
2014-05-14T00:00:00.000Z,136302,2014-05-14T00:00:00.000Z,2014-05-15T00:00:00.000Z
2014-05-15T00:00:00.000Z,128304,2014-05-15T00:00:00.000Z,2014-05-16T00:00:00.000Z
2014-05-16T00:00:00.000Z,128468,2014-05-16T00:00:00.000Z,2014-05-17T00:00:00.000Z
2014-05-17T00:00:00.000Z,119306,2014-05-17T00:00:00.000Z,2014-05-18T00:00:00.000Z
2014-05-18T00:00:00.000Z,129368,2014-05-18T00:00:00.000Z,2014-05-19T00:00:00.000Z
2014-05-19T00:00:00.000Z,133477,2014-05-19T00:00:00.000Z,2014-05-20T00:00:00.000Z
2014-05-20T00:00:00.000Z,131639,2014-05-20T00:00:00.000Z,2014-05-21T00:00:00.000Z
2014-05-21T00:00:00.000Z,131455,2014-05-21T00:00:00.000Z,2014-05-22T00:00:00.000Z
2014-05-22T00:00:00.000Z,130164,2014-05-22T00:00:00.000Z,2014-05-23T00:00:00.000Z
2014-05-23T00:00:00.000Z,124226,2014-05-23T00:00:00.000Z,2014-05-24T00:00:00.000Z
2014-05-24T00:00:00.000Z,118406,2014-05-24T00:00:00.000Z,2014-05-25T00:00:00.000Z
2014-05-25T00:00:00.000Z,120376,2014-05-25T00:00:00.000Z,2014-05-26T00:00:00.000Z
2014-05-26T00:00:00.000Z,130004,2014-05-26T00:00:00.000Z,2014-05-27T00:00:00.000Z
2014-05-27T00:00:00.000Z,131613,2014-05-27T00:00:00.000Z,2014-05-28T00:00:00.000Z
2014-05-28T00:00:00.000Z,133496,2014-05-28T00:00:00.000Z,2014-05-29T00:00:00.000Z
2014-05-29T00:00:00.000Z,140902,2014-05-29T00:00:00.000Z,2014-05-30T00:00:00.000Z
2014-05-30T00:00:00.000Z,130324,2014-05-30T00:00:00.000Z,2014-05-31T00:00:00.000Z
2014-05-31T00:00:00.000Z,132592,2014-05-31T00:00:00.000Z,2014-06-01T00:00:00.000Z
2014-06-01T00:00:00.000Z,145568,2014-06-01T00:00:00.000Z,2014-06-02T00:00:00.000Z
2014-06-02T00:00:00.000Z,137073,2014-06-02T00:00:00.000Z,2014-06-03T00:00:00.000Z
2014-06-03T00:00:00.000Z,133191,2014-06-03T00:00:00.000Z,2014-06-04T00:00:00.000Z
2014-06-04T00:00:00.000Z,140708,2014-06-04T00:00:00.000Z,2014-06-05T00:00:00.000Z
2014-06-05T00:00:00.000Z,138051,2014-06-05T00:00:00.000Z,2014-06-06T00:00:00.000Z
2014-06-06T00:00:00.000Z,123897,2014-06-06T00:00:00.000Z,2014-06-07T00:00:00.000Z
2014-06-07T00:00:00.000Z,114675,2014-06-07T00:00:00.000Z,2014-06-08T00:00:00.000Z
2014-06-08T00:00:00.000Z,123354,2014-06-08T00:00:00.000Z,2014-06-09T00:00:00.000Z
2014-06-09T00:00:00.000Z,128650,2014-06-09T00:00:00.000Z,2014-06-10T00:00:00.000Z
2014-06-10T00:00:00.000Z,132320,2014-06-10T00:00:00.000Z,2014-06-11T00:00:00.000Z
2014-06-11T00:00:00.000Z,129466,2014-06-11T00:00:00.000Z,2014-06-12T00:00:00.000Z
2014-06-12T00:00:00.000Z,124945,2014-06-12T00:00:00.000Z,2014-06-13T00:00:00.000Z
2014-06-13T00:00:00.000Z,116164,2014-06-13T00:00:00.000Z,2014-06-14T00:00:00.000Z
2014-06-14T00:00:00.000Z,112725,2014-06-14T00:00:00.000Z,2014-06-15T00:00:00.000Z
2014-06-15T00:00:00.000Z,114825,2014-06-15T00:00:00.000Z,2014-06-16T00:00:00.000Z
2014-06-16T00:00:00.000Z,126099,2014-06-16T00:00:00.000Z,2014-06-17T00:00:00.000Z
2014-06-17T00:00:00.000Z,133636,2014-06-17T00:00:00.000Z,2014-06-18T00:00:00.000Z
2014-06-18T00:00:00.000Z,130478,2014-06-18T00:00:00.000Z,2014-06-19T00:00:00.000Z
2014-06-19T00:00:00.000Z,117642,2014-06-19T00:00:00.000Z,2014-06-20T00:00:00.000Z
2014-06-20T00:00:00.000Z,117037,2014-06-20T00:00:00.000Z,2014-06-21T00:00:00.000Z
2014-06-21T00:00:00.000Z,107794,2014-06-21T00:00:00.000Z,2014-06-22T00:00:00.000Z
2014-06-22T00:00:00.000Z,147388,2014-06-22T00:00:00.000Z,2014-06-23T00:00:00.000Z
2014-06-23T00:00:00.000Z,129059,2014-06-23T00:00:00.000Z,2014-06-24T00:00:00.000Z
2014-06-24T00:00:00.000Z,121644,2014-06-24T00:00:00.000Z,2014-06-25T00:00:00.000Z
2014-06-25T00:00:00.000Z,133122,2014-06-25T00:00:00.000Z,2014-06-26T00:00:00.000Z
2014-06-26T00:00:00.000Z,122378,2014-06-26T00:00:00.000Z,2014-06-27T00:00:00.000Z
